title,desc,link,country
IPification is building the backbone of mobile authentication of today and tomorrow,"IPification is building the backbone of mobile authentication of today and tomorrow. By verifying the device, SIM & phone number via IP address. IPification patented technology is enabling secure, passwordless, zero-tap compatible mobile user authenticat",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112209470880971,Category 5 — AL C5. Building confidence and security in use of ICTs,International
IT Risk management application,"Risk management is the process of identifying and assessing risks in order to develop a plan to address those risks and their potential consequences for a business. A risk represents the probability of loss or damage, which may be of an unintentional nat",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121824758976027,Category 5 — AL C5. Building confidence and security in use of ICTs,"Sonelgaz Group Network,"
Digital Mobile Key,"The Digital Mobile Key (DMK) is the national mobile eID solution which allows citizens to digitally authenticate themselves in public and private websites as well as digitally sign documents, in a secure manner. It was developed to address the increasing",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115993250588452,Category 5 — AL C5. Building confidence and security in use of ICTs,Portugal
Facebook Soy Digital,"Soy Digital aims to train users with basic digital skills as well as the ability to think critically about what they see online, communicate respectfully and be responsible digital citizens in the online world. Working in partnership with experts from ar",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117629675201103,Category 5 — AL C5. Building confidence and security in use of ICTs,Argentina
CyberVictim.help,All human activity has gone online since the coronavirus lockdown began. This has resulted in an exponential rise in fraudulent online activity. TaC International has developed a real-time free assistance for victims of cybercrime. The assistance is offe,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106271965970403,Category 5 — AL C5. Building confidence and security in use of ICTs,International
Digital Citizen,"Digital Citizen (Cidadao Digital) is a mixture of capacity building and creative labs that aims to inspire, empower and support the protagonism of young people, by train the trainer model, to foster online safety, well-being, and media/digital literacy a",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113440192395004,Category 5 — AL C5. Building confidence and security in use of ICTs,Brazil
Cybersecurity inno6,- Filling the skills gap in cybersecurity  - Working with the young adults in Africa   - Creating leaders and Entrepreneurs   - Changing the narrative for the Continent,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115486692952744,Category 5 — AL C5. Building confidence and security in use of ICTs,Nigeria
Cloud-based Parental Control Services for Preventing the Child from Addiction and Pornography,"Information and communication technology has made the Internet increasingly popular among children. About one-third of Internet users in the world are children, and there are 175 million children accessing Internet in China. Affected by Covid-19, 572 mil",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113755997755431,Category 5 — AL C5. Building confidence and security in use of ICTs,China
Cybersecurity Education in the Philippines in the time of Pandemic,"Philippines is considered the largest known source of online sexual exploitation of children (OSEC) cases with an upsetting 264.63% increase between March 1 to May 24,2020 compared to the same period in 2019. Last year, 957 cybercrime cases were reported",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121734489445853,Category 5 — AL C5. Building confidence and security in use of ICTs,"Zamboanga Peninsula and BaSulTa(Basilan, Sulu, Tawi-tawi),"
Cyber Security Capacity Building through the National Cyber Security Drills,STAR-X is Qatar's annual national cybersecurity exercise that aims to improve the cybersecurity resiliency of the Critical National Infrastructure (CNI) in Qatar by developing and maintaining a high standard of cyber skills within their workforce. STAR-X,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112204143203123,Category 5 — AL C5. Building confidence and security in use of ICTs,Qatar
Anti-spam Comprehensive Treatment Platform,"The Anti-spam Comprehensive Treatment Platform, which is run by the Internet Society of China (ISC), has formally opened. The new platform is part of ISC's efforts in fulfilling the ‘Sunshine and Green Network Project’ of the Ministry of Information Indu",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117476922446847,Category 5 — AL C5. Building confidence and security in use of ICTs,China
Central Biometric Verification Monitoring Platform,Project Description During the last decade the usage of cellular mobile phones has infiltrated and revolutionized peoples’ life style in Bangladesh. Although it has already been proved that such usage has positive impact on the development of various dis,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115777478941397,Category 5 — AL C5. Building confidence and security in use of ICTs,Bangladesh
Advanced Persistent Threat (APT) Attack Detection and Prevention,"Information and Communication Technology (ICT) is now an significant driving force for economic growth, however, recent incidents in which organized attackers severely compromised several large-scale enterprises and government agencies indicates that pro",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114568402320367,Category 5 — AL C5. Building confidence and security in use of ICTs,China
Women in Tech Russia,"Women in Tech® is an international organization with a double mission: to close the gender gap and to help women embrace technology. The organization focuses on 4 primary areas that are a call for action: Education, Entrepreneurialism, Social Inclusion,",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121887918603155,Category 4 — AL C4. Capacity building,Russian Federation
WIS APP,"WIS-EU is dedicated to fostering access to all levels of society for ALL through innovation and technology. WIS-EU, in partnership with the Center for Culture and Visual Communication of the Deaf Berlin / Brandenburg e.V. (ZFK) has been developing a mobi",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115617655937910,Category 4 — AL C4. Capacity building,International
Free/Dem Media Pathshala,"Free/Dem - short for FREEDOM and DEMOCRACY - is a Digital and Media Literacy movement with and by marginalized communities to reclaim online media spaces. Research reveals a huge digital gender divide across South Asia, with women nearly 50% less likely",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121757724177740,Category 5 — AL C5. Building confidence and security in use of ICTs,"Urban slum areas of NCR of Delhi,"
We Think Digital,"The We Think Digital campaign is aimed at sensitising internet users on online safety and digital literacy. Though the sessions, the various aspects of cyber security, namely know how about technology, responsible online behaviour and security tools and",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115549999483608,Category 4 — AL C4. Capacity building,India
Visualfy Places: Hearing Accessibility through Artificial Intelligence,"Visualfy Places is an artificial intelligence system that mimics the human sense of hearing, recognizing relevant sounds such as a fire alarm, a doorbell or a baby crying, among others, and translating them into visual and sensory alerts in any chosen co",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113257984471011,Category 4 — AL C4. Capacity building,International
